template_id,agent_id,user_id,template_name,content,applicable_agent,updated_at
T-253,A-253,U-253,AI Agent,Rewrite the content with higher clarity.,Concise Rewrite Agent,05-08-2017 21:47
T-254,A-254,U-254,MindFlow Sheet,Rewrite text to be concise and clear.,Bullet Point Conversion Agent,22-07-2024 10:01
T-255,A-255,U-255,AI Knowledge Sheet,Analyze the given data and identify key insights.,Risk Analysis Agent,26-03-2023 06:55
T-256,A-256,U-256,Prompt Flow,Translate the content into easy English.,JSON Conversion Agent,10-04-2021 04:55
T-257,A-257,U-257,Smart Engine,Identify if the user is asking a question or giving info.,Summary Comparison Agent,14-02-2021 01:47
T-258,A-258,U-258,Smart Sheet,Detect incomplete sentences and fix them.,JSON Conversion Agent,10-11-2016 03:38
T-259,A-259,U-259,AI Behavior Log,Identify contradictions in the text.,User Friendly Rewrite Agent,10-06-2021 14:12
T-260,A-260,U-260,Data Engine,"Convert long text into short, crisp lines.",Recommendation Agent,21-01-2017 21:24
T-261,A-261,U-261,AI Response Log,Suggest improvements to the provided text.,User Intent Agent,19-10-2021 00:34
T-262,A-262,U-262,Insight Sheet,Generate possible solutions to the user’s problem.,User Friendly Rewrite Agent,20-12-2022 06:22
T-263,A-263,U-263,Prompt System,Format the content into bullet points.,Knowledge Base Update Agent,31-03-2014 02:31
T-264,A-264,U-264,Smart Agent Sheet,Generate a full explanation for the answer.,Intent Classification Agent,17-08-2015 20:56
T-265,A-265,U-265,Cognitive Board,Generate action steps based on the user's goal.,User Friendly Rewrite Agent,18-12-2014 22:34
T-266,A-266,U-266,Data Engine,Summarize the user's intent in one line.,Insight Generation Agent,28-02-2019 16:53
T-267,A-267,U-267,Agent Insight,Summarize the key challenges mentioned.,Keyword Extraction Agent,18-02-2019 16:59
T-268,A-268,U-268,AI Command Log,Rewrite text to be concise and clear.,Numbered List Agent,16-02-2022 09:23
T-269,A-269,U-269,Logic Board,Rewrite text to be concise and clear.,Keyword Extraction Agent,11-07-2016 23:28
T-270,A-270,U-270,AI Workflow,Create a concise summary of the conversation.,Text Cleaning Agent,10-08-2016 08:54
T-271,A-271,U-271,Smart Agent Sheet,Detect if the text contains instructions.,Tone Adjustment Agent,18-03-2022 22:40
T-272,A-272,U-272,MindFlow Sheet,Convert the content into a numbered list.,Follow-Up Question Agent,01-03-2022 18:53
T-273,A-273,U-273,Data Map,Summarize the key challenges mentioned.,Problem Solving Agent,03-07-2023 05:45
T-274,A-274,U-274,Data Map,Identify key tasks from the user's request.,Challenge Detection Agent,18-12-2014 06:28
T-275,A-275,U-275,Cognitive Map,Format the content into bullet points.,Professional Rewrite Agent,18-08-2024 21:22
T-276,A-276,U-276,AI Behavior Log,Identify the sentiment of the user message.,Knowledge Base Update Agent,14-02-2017 11:11
T-277,A-277,U-277,Data Engine,Create a step-by-step plan for this task.,Keyword Extraction Agent,21-04-2022 20:41
T-278,A-278,U-278,AI Response Log,Create a step-by-step plan for this task.,Action Identification Agent,07-11-2022 13:26
T-279,A-279,U-279,Smart Grid,Identify what action the user wants the agent to take.,Urgency Classification Agent,19-03-2014 10:48
T-280,A-280,U-280,Cognitive Map,Rewrite text to be concise and clear.,Suggestion Agent,27-06-2023 09:24
T-281,A-281,U-281,Model Insight Sheet,Rewrite the text in a more professional tone.,Data Analysis Agent,14-12-2020 12:01
T-282,A-282,U-282,AI Signal Board,Convert the content into a numbered list.,Task Planning Agent,05-06-2016 14:03
T-283,A-283,U-283,Prompt Matrix,Rewrite text to be concise and clear.,Document Summary Agent,25-10-2025 23:27
T-284,A-284,U-284,Smart Model,Identify the sentiment of the user message.,Follow-Up Question Agent,13-05-2024 09:56
T-285,A-285,U-285,AI Workflow,Identify key tasks from the user's request.,Customer Support Agent,18-02-2022 04:33
T-286,A-286,U-286,DeepSense Template,Generate recommendations based on user behavior.,Answer Explanation Agent,10-04-2015 17:12
T-287,A-287,U-287,Prompt Flow,Identify if the user is asking a question or giving info.,Meeting Notes Agent,11-12-2014 18:56
T-288,A-288,U-288,AI Summary Log,Summarize the given document in simple language.,Answer Explanation Agent,18-12-2019 17:26
T-289,A-289,U-289,DeepSense Template,Generate a full explanation for the answer.,Numbered List Agent,10-07-2015 16:55
T-290,A-290,U-290,Prompt System,Suggest improvements to the provided text.,Query Explanation Agent,29-04-2021 19:22
T-291,A-291,U-291,Prompt Grid,Convert informal text into formal writing.,Insight Generation Agent,09-05-2018 10:55
T-292,A-292,U-292,AI Knowledge Sheet,Identify contradictions in the text.,Document Summary Agent,10-02-2023 13:23
T-293,A-293,U-293,NeuralSense Template,Summarize the user's intent in one line.,Risk Analysis Agent,02-07-2023 18:42
T-294,A-294,U-294,MindFlow Sheet,Generate a full explanation for the answer.,Data Formatting Agent,28-09-2021 15:46
T-295,A-295,U-295,Insight Template,Format the content into bullet points.,Risk Analysis Agent,10-12-2019 14:48
T-296,A-296,U-296,AI Decision Sheet,Format the content into bullet points.,User Friendly Rewrite Agent,30-12-2023 14:49
T-297,A-297,U-297,Deep Logic,Detect incomplete sentences and fix them.,Risk Analysis Agent,02-03-2021 16:08
T-298,A-298,U-298,Logic Board,Rewrite text to be more user-friendly.,Decision Support Agent,02-02-2025 18:34
T-299,A-299,U-299,Insight Template,Generate a title based on the given content.,Document Summary Agent,01-02-2024 05:02
T-300,A-300,U-300,MindFlow Sheet,Convert informal text into formal writing.,Text Simplification Agent,15-06-2016 05:00
T-301,A-301,U-301,Prompt Grid,Identify missing information in the conversation.,User Friendly Rewrite Agent,09-09-2021 23:21
T-302,A-302,U-302,Cognitive Map,Create a step-by-step plan for this task.,Concise Rewrite Agent,16-10-2019 02:28
T-303,A-303,U-303,Cognitive System,Classify the message urgency level.,Decision Support Agent,09-12-2015 04:23
T-304,A-304,U-304,Smart Grid,Rewrite text to be concise and clear.,Urgency Classification Agent,16-07-2018 16:39
T-305,A-305,U-305,Logic Matrix,Convert informal text into formal writing.,Report Generation Agent,23-06-2023 00:56
T-306,A-306,U-306,AI Behavior Log,Create a clean JSON structure from user data.,Instruction Detection Agent,27-09-2015 20:51
T-307,A-307,U-307,Smart Sheet,Classify the message urgency level.,Insight Generation Agent,20-10-2024 18:13
T-308,A-308,U-308,Data Tracker,Rewrite text to be concise and clear.,Query Explanation Agent,16-05-2014 13:38
T-309,A-309,U-309,Smart Engine,Identify if the user is asking a question or giving info.,Creative Rewrite Agent,22-04-2019 20:00
T-310,A-310,U-310,Smart Sheet,Identify contradictions in the text.,Decision Support Agent,29-02-2020 11:50
T-311,A-311,U-311,AI Command Log,Rewrite text to be more user-friendly.,Compliance Check Agent,21-10-2014 14:29
T-312,A-312,U-312,AI Decision Sheet,Identify contradictions in the text.,Duplicate Detection Agent,23-11-2016 22:50
T-313,A-313,U-313,Neural Insight,Create a detailed explanation of the user's query.,Recommendation Agent,26-07-2025 14:40
T-314,A-314,U-314,Model Insight Sheet,Translate the content into easy English.,Professional Rewrite Agent,03-06-2025 09:15
T-315,A-315,U-315,Agent Insight,Classify the message urgency level.,List Generator Agent,01-12-2023 13:42
T-316,A-316,U-316,Cognitive Map,Generate a short report based on the description.,Information Extraction Agent,28-01-2017 18:23
T-317,A-317,U-317,Data Engine,Generate a short report based on the description.,Topic Classification Agent,08-08-2014 06:56
T-318,A-318,U-318,Neural Engine,Create a polite reply to the user's message.,Keyword Extraction Agent,29-07-2017 03:39
T-319,A-319,U-319,AI Agent,Identify the sentiment of the user message.,Instruction Detection Agent,21-01-2025 12:39
T-320,A-320,U-320,AI Workflow,Explain the meaning of the message in detail.,Content Structuring Agent,26-06-2025 01:21
T-321,A-321,U-321,AI Knowledge Sheet,Summarize the key challenges mentioned.,Decision Support Agent,23-02-2014 10:08
T-322,A-322,U-322,Cognitive Template,Generate alternative phrasing for the text.,Urgency Classification Agent,13-12-2017 20:45
T-323,A-323,U-323,Data Engine,Generate recommendations based on user behavior.,Task Planning Agent,16-02-2018 11:19
T-324,A-324,U-324,Data Tracker,Rewrite text to be more user-friendly.,Email Reply Agent,20-09-2025 04:10
T-325,A-325,U-325,Smart Agent Sheet,Create a concise summary of the conversation.,Query Explanation Agent,23-04-2019 07:46
T-326,A-326,U-326,Prompt Flow,Summarize the given document in simple language.,Policy Checking Agent,17-10-2020 00:00
T-327,A-327,U-327,MindFlow Sheet,Generate recommendations based on user behavior.,Intent Classification Agent,15-11-2025 22:57
T-328,A-328,U-328,Cognitive Template,"Convert long text into short, crisp lines.",Instruction Detection Agent,08-08-2023 20:51
T-329,A-329,U-329,Logic Flow,Identify what action the user wants the agent to take.,Summary Comparison Agent,10-01-2023 23:34
T-330,A-330,U-330,Prompt Matrix,Generate a title based on the given content.,Professional Rewrite Agent,23-04-2020 12:57
T-331,A-331,U-331,Smart Agent Sheet,Generate possible solutions to the user’s problem.,Translation Agent,18-09-2016 18:41
T-332,A-332,U-332,Model Insight Sheet,Identify key tasks from the user's request.,Challenge Detection Agent,07-10-2014 07:22
T-333,A-333,U-333,DeepSense Template,Convert informal text into formal writing.,Keyword Extraction Agent,06-09-2017 01:27
T-334,A-334,U-334,Prompt Grid,Format the content into bullet points.,Content Rewrite Agent,09-12-2020 08:26
T-335,A-335,U-335,Prompt Grid,Create a step-by-step plan for this task.,Data Analysis Agent,07-05-2016 07:40
T-336,A-336,U-336,AI Data Hub,Generate a friendly customer support reply.,Recommendation Agent,08-01-2019 08:47
T-337,A-337,U-337,Agent Log,Classify the message urgency level.,Compliance Check Agent,03-06-2023 11:56
T-338,A-338,U-338,Cognitive Board,"Convert long text into short, crisp lines.",Report Generation Agent,05-10-2019 22:23
T-339,A-339,U-339,Insight Template,Generate alternative phrasing for the text.,Bullet Point Conversion Agent,10-11-2016 20:34
T-340,A-340,U-340,Smart Model,Generate recommendations based on user behavior.,Professional Rewrite Agent,10-11-2022 08:40
T-341,A-341,U-341,AI Command Log,Classify the message urgency level.,Meeting Notes Agent,02-10-2014 05:49
T-342,A-342,U-342,Prompt Matrix,Generate a detailed summary report.,Tone Adjustment Agent,01-10-2019 02:33
T-343,A-343,U-343,Prompt Flow,Generate action steps based on the user's goal.,Urgency Classification Agent,22-11-2023 14:02
T-344,A-344,U-344,Deep Logic,Create a clean JSON structure from user data.,Follow-Up Question Agent,10-12-2019 03:21
T-345,A-345,U-345,Agent Insight,Identify key tasks from the user's request.,Knowledge Base Update Agent,17-03-2014 14:37
T-346,A-346,U-346,Data Engine,Rewrite the text in a creative writing style.,Instruction Detection Agent,12-02-2017 18:36
T-347,A-347,U-347,Prompt Grid,Analyze the given data and identify key insights.,Follow-Up Question Agent,12-11-2024 13:10
T-348,A-348,U-348,MindFlow Sheet,Detect if the text contains instructions.,Creative Rewrite Agent,24-08-2014 07:03
T-349,A-349,U-349,AI Thinking Grid,Detect errors in the given text and fix them.,Duplicate Detection Agent,23-07-2021 00:20
T-350,A-350,U-350,Prompt Matrix,Identify key tasks from the user's request.,Detailed Report Agent,15-12-2023 05:47
T-351,A-351,U-351,AI Knowledge Sheet,Convert the notes into a structured list.,Summary Comparison Agent,14-03-2017 02:25
T-352,A-352,U-352,Smart Agent Sheet,Summarize the user's intent in one line.,Instruction Detection Agent,12-05-2025 06:43
T-353,A-353,U-353,Cognitive Map,Rewrite the content to sound more confident.,Follow-Up Question Agent,26-03-2016 17:59
T-354,A-354,U-354,Agent Insight,Identify contradictions in the text.,Text Cleaning Agent,05-04-2014 00:09
T-355,A-355,U-355,SmartLogic Sheet,Classify the message urgency level.,Content Structuring Agent,29-01-2020 11:04
T-356,A-356,U-356,DeepSense Template,Translate the content into easy English.,Data Mapping Agent,16-09-2025 16:26
T-357,A-357,U-357,AI Summary Log,Classify the message urgency level.,Suggestion Agent,17-03-2017 01:45
T-358,A-358,U-358,Smart Grid,Create a concise summary of the conversation.,Instruction Detection Agent,28-09-2019 01:31
T-359,A-359,U-359,AI Decision Sheet,Rewrite the text in a more professional tone.,Sentiment Detection Agent,27-06-2024 14:42
T-360,A-360,U-360,Smart Sheet,Generate a friendly customer support reply.,Concise Rewrite Agent,21-05-2023 01:42
T-361,A-361,U-361,Data Tracker,Suggest improvements to the provided text.,Document Summary Agent,25-08-2022 16:15
T-362,A-362,U-362,AI Summary Log,Convert informal text into formal writing.,Tone Adjustment Agent,26-01-2024 14:06
T-363,A-363,U-363,AI Knowledge Sheet,Rewrite text to be concise and clear.,Knowledge Base Update Agent,15-01-2025 14:27
T-364,A-364,U-364,Logic Flow,Create a clean JSON structure from user data.,Suggestion Agent,02-09-2019 22:56
T-365,A-365,U-365,Smart Engine,Generate possible solutions to the user’s problem.,Task Planning Agent,28-08-2025 02:56
T-366,A-366,U-366,AI Signal Board,Generate a detailed summary report.,Translation Agent,25-12-2014 21:05
T-367,A-367,U-367,Cognitive System,Identify missing information in the conversation.,Duplicate Detection Agent,11-04-2016 00:17
T-368,A-368,U-368,MindFlow Sheet,Convert informal text into formal writing.,Text Simplification Agent,07-04-2017 23:03
T-369,A-369,U-369,Prompt System,Detect errors in the given text and fix them.,Compliance Check Agent,06-06-2020 01:11
T-370,A-370,U-370,AI Command Log,Extract important keywords from the message.,Task Planning Agent,11-06-2023 04:43
T-371,A-371,U-371,NeuralSense Template,Generate follow-up questions for clarity.,Professional Rewrite Agent,22-02-2019 11:48
T-372,A-372,U-372,Smart Agent Sheet,Identify what action the user wants the agent to take.,Risk Analysis Agent,17-05-2015 20:04
T-373,A-373,U-373,Cognitive Map,Analyze the given data and identify key insights.,Task Planning Agent,17-08-2024 20:44
T-374,A-374,U-374,Data Map,Create a step-by-step plan for this task.,Topic Classification Agent,06-08-2024 14:41
T-375,A-375,U-375,Insight Sheet,Create a detailed explanation of the user's query.,Bullet Point Conversion Agent,16-01-2018 22:03
T-376,A-376,U-376,AI Data Hub,Detect errors in the given text and fix them.,Instruction Detection Agent,01-10-2024 11:37
T-377,A-377,U-377,Neural Engine,Identify the sentiment of the user message.,Query Explanation Agent,27-10-2025 10:04
T-378,A-378,U-378,AI Summary Log,Generate alternative phrasing for the text.,Knowledge Base Update Agent,18-08-2017 03:04
T-379,A-379,U-379,Neural Grid,Summarize the user's intent in one line.,Challenge Detection Agent,01-10-2017 11:36
T-380,A-380,U-380,Cognitive Template,Generate a detailed summary report.,User Friendly Rewrite Agent,26-10-2023 08:14
T-381,A-381,U-381,SmartLogic Sheet,Explain the given topic in beginner-friendly terms.,Duplicate Detection Agent,30-01-2019 08:30
T-382,A-382,U-382,Neural Engine,Create a step-by-step plan for this task.,Problem Solving Agent,14-07-2015 07:36
T-383,A-383,U-383,Smart Grid,Classify the message urgency level.,Customer Support Agent,24-11-2022 11:25
T-384,A-384,U-384,AI Summary Log,Classify the message urgency level.,Information Extraction Agent,28-10-2021 03:59
T-385,A-385,U-385,AI Behavior Log,Rewrite text to be concise and clear.,Short Answer Agent,14-07-2024 15:34
T-386,A-386,U-386,Smart Grid,Detect errors in the given text and fix them.,Follow-Up Question Agent,16-03-2016 05:24
